"index";"Company";"TypeName";"Inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"IPS_Panel";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"price";"ppi"
984;"Toshiba";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";"1.75";48751;112
985;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";" Radeon R5 M430";"windows";"2.25";31915;100
986;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";"2.04";42944;141
987;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";"2.5";63350;141
988;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";" Radeon R7 M445";"windows";"2.36";39907;100
989;"Dell";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";" HD Graphics 620 ";"windows";"1.6";59620;157
990;"HP";"Netbook";12.5;"small";1080;1920;0;0;"Intel";"Core M";1.2;8;"SSD";512;0;"Intel";" HD Graphics 515";"windows";"0.97";101658;176
991;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i3";2.0;4;"Hybrid";128;1024;"AMD";" Radeon 520";"windows";"2.1";26587;141
992;"Lenovo";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Celeron Dual";1.1;4;"SSD";128;0;"Intel";" HD Graphics 500";"N/A";"1.9";14419;100
993;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"2.3";71875;141
995;"Asus";"Notebook";13.3;"small";1800;3200;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.4";61272;276
996;"HP";"Ultrabook";13.3;"small";1080;1920;1;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.11";71875;166
997;"Acer";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";" HD Graphics 505";"windows";"2.4";20246;100
998;"Asus";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";"2.5";95851;141
999;"HP";"Ultrabook";14.0;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"1.48";111302;157
1000;"Acer";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";"2.7";67133;141
1001;"HP";"Notebook";13.3;"small";1080;1920;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.34";63350;166
1002;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";"2.18";29144;100
1003;"HP";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";"1.64";41505;112
1004;"Toshiba";"Notebook";13.3;"small";1080;1920;0;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";"1.2";63670;166
1005;"HP";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Core i5";2.4;4;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.48";58607;112
1006;"HP";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.95";64202;157
1007;"HP";"Ultrabook";14.0;"medium";1080;1920;0;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.43";77203;157
1008;"HP";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";"1.64";55905;157
1009;"HP";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";"1.64";36444;112
1010;"Dell";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"Hybrid";1024;0;"Nvidia";" GeForce GTX 1050";"windows";"2.65";50563;141
1011;"HP";"Ultrabook";12.5;"small";1080;1920;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";"1.26";81998;176
1012;"HP";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.48";84715;157
1013;"HP";"Ultrabook";14.0;"medium";1080;1920;0;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.54";100551;157
1014;"HP";"Notebook";13.3;"small";768;1366;0;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";"1.49";42624;118
1015;"Toshiba";"Notebook";13.3;"small";768;1366;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.5";64469;118
1016;"HP";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.4;4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"2.04";41025;100
1017;"Lenovo";"Notebook";17.3;"large";2160;3840;0;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";" Quadro 3000M";"windows";"2.4";158135;255
1018;"Toshiba";"Notebook";14.0;"medium";1080;1920;0;1;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.47";79387;157
1019;"HP";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.43";118761;157
1020;"Dell";"2 in 1 Convertible";15.6;"medium";1080;1920;1;1;"Intel";"Core i3";2.3;4;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";"2.08";42410;141
1021;"Toshiba";"Ultrabook";13.3;"small";1080;1920;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.2";84715;166
1022;"HP";"Notebook";13.3;"small";1080;1920;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.11";61219;166
1023;"HP";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";"1.64";63160;157
1024;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.4;8;"HDD";500;0;"Intel";" HD Graphics 520";"windows";"2.09";55754;141
1025;"HP";"Ultrabook";12.5;"small";768;1366;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.26";83064;125
1026;"HP";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";"2.31";63350;112
1027;"HP";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";"1.95";56477;112
1028;"Dell";"Ultrabook";13.3;"small";1800;3200;1;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.29";86527;276
1029;"HP";"Notebook";17.3;"large";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";"2.63";57542;127
1030;"HP";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.64";51841;112
1031;"Acer";"Notebook";15.6;"medium";768;1366;0;0;"AMD";"A9-Series 9420";3.0;6;"HDD";1024;0;"AMD";" Radeon R5";"windows";"2.1";21792;100
1032;"MSI";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";"2.7";63499;127
1033;"HP";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.95";63670;157
1034;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.84";65481;141
1035;"HP";"Ultrabook";12.5;"small";1080;1920;0;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.26";71875;176
1036;"HP";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";"2.04";39534;100
1037;"Toshiba";"Ultrabook";14.0;"medium";1080;1920;0;1;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.47";91908;157
1038;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"2.09";56634;141
1039;"HP";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.64";53840;157
1040;"Lenovo";"2 in 1 Convertible";15.6;"medium";1080;1920;1;1;"Intel";"Core i7";2.5;4;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.8";45128;141
1041;"Vero";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Atom X5-Z8350";1.4;2;"Flash Storage";32;0;"Intel";" HD Graphics 400";"windows";"1.45";11231;112
1042;"Toshiba";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.5;16;"SSD";256;0;"Nvidia";" GeForce 930M";"windows";"2.4";75924;141
1043;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"2.3";55923;141
1044;"HP";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";"1.54";53280;157
1045;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.4;8;"Hybrid";256;500;"Intel";" HD Graphics 520";"windows";"1.84";112066;141
1046;"HP";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.43";78268;157
1047;"MSI";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.7;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 980M";"windows";"3.78";82352;127
1048;"Lenovo";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 980M";"windows";"4.6";122011;127
1049;"Asus";"Netbook";11.6;"small";768;1366;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";" HD Graphics 400";"other";"1.2";15339;135
1050;"Lenovo";"Notebook";14.0;"medium";1440;2560;0;1;"Intel";"Core i7";2.6;16;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.1";139594;210
1051;"HP";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";" GeForce 940MX";"windows";"1.91";52161;141
1052;"Dell";"2 in 1 Convertible";15.6;"medium";1080;1920;1;1;"Intel";"Core i5";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"2.3";58288;141
1053;"HP";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"2.04";52161;100
1054;"Dell";"Ultrabook";13.3;"small";1800;3200;1;0;"Intel";"Core i7";2.7;16;"SSD";1024;0;"Intel";" HD Graphics 620";"windows";"1.2";120093;276
1055;"HP";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";"2.31";37570;100
1056;"HP";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"N/A";"1.96";26587;100
1057;"Acer";"Notebook";15.6;"medium";768;1366;0;0;"AMD";"A8-Series 7410";2.2;8;"HDD";1024;0;"AMD";" Radeon R5";"windows";"2.4";23923;100
1058;"Dell";"2 in 1 Convertible";13.3;"small";1080;1920;1;1;"Intel";"Core i7";2.7;12;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.6";69211;166
1059;"MSI";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";"2.94";96916;141
1061;"Asus";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.6;16;"HDD";1024;0;"Nvidia";" GeForce GTX 965M";"N/A";"4";53173;127
1062;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";" HD Graphics";"windows";"2.25";29784;141
1063;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;16;"HDD";2048;0;"AMD";" Radeon R7 M445";"windows";"2.32";52747;141
1064;"MSI";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";"1.8";102777;141
1065;"Dell";"Ultrabook";13.3;"small";1080;1920;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.29";77682;166
1066;"Asus";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.7;64;"SSD";1024;0;"Nvidia";" GeForce GTX 980 ";"windows";"3.58";211788;127
1067;"Dell";"2 in 1 Convertible";13.3;"small";1080;1920;1;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.62";42518;166
1068;"Dell";"Gaming";15.6;"medium";2160;3840;0;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 970M";"windows";"3.21";70809;282
1069;"Apple";"Ultrabook";12.0;"small";1440;2304;0;1;"Intel";"Core M";1.1;8;"Flash Storage";256;0;"Intel";" HD Graphics 515";"macos";"0.920";69264;226
1070;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";"2.06";25680;100
1071;"HP";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";"2.31";63883;100
1072;"HP";"Ultrabook";12.5;"small";1080;1920;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.26";63883;176
1073;"HP";"Notebook";13.3;"small";1080;1920;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.49";58075;166
1074;"Lenovo";"Ultrabook";12.5;"small";1080;1920;1;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.3";91295;176
1075;"Lenovo";"Notebook";17.3;"large";900;1600;0;0;"Intel";"Core i5";2.3;8;"HDD";1024;0;"AMD";" Radeon R5 M330";"windows";"3.0";35112;106
1076;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Nvidia";" GeForce GTX 950M";"windows";"2.3";52055;141
1077;"MSI";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";"3.78";133147;127
1078;"Lenovo";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";"2.1";28771;100
1079;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";"2.31";50083;141
1080;"Lenovo";"Ultrabook";12.5;"small";1440;2560;1;1;"Intel";"Core M";1.2;8;"SSD";512;0;"Intel";" HD Graphics 515";"windows";"0.99";74539;235
1081;"Lenovo";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.7;32;"SSD";512;1024;"Nvidia";" GeForce GTX 980M";"windows";"4.6";172627;127
1082;"Lenovo";"2 in 1 Convertible";10.1;"small";1200;1920;1;1;"Intel";"Atom x5-Z8550";1.4;4;"Flash Storage";64;0;"Intel";" HD Graphics 400";"windows";"0.69";34433;224
1083;"HP";"Ultrabook";13.3;"small";2160;3840;0;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"1.3";109171;331
1084;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"2.18";39960;141
1085;"HP";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";"1.54";54931;157
1086;"HP";"Workstation";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"AMD";" FirePro W4190M";"windows";"1.9";79654;141
1087;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.3;8;"SSD";180;0;"Intel";" HD Graphics 520";"windows";"1.7";63883;157
1088;"HP";"Notebook";13.3;"small";1800;3200;0;0;"Intel";"Pentium Dual";1.5;4;"Flash Storage";32;0;"Intel";" HD Graphics 515";"other";"1.29";32767;276
1089;"Acer";"Notebook";15.6;"medium";768;1366;0;0;"AMD";"A8-Series 7410";2.2;4;"HDD";500;0;"AMD";" Radeon R5";"windows";"2.4";20619;100
1090;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";" HD Graphics";"linux";"2.2";20965;100
1091;"HP";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";" HD Graphics 520";"N/A";"1.86";18434;100
1092;"Asus";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";"2.7";85195;127
1093;"Dell";"Ultrabook";13.3;"small";1080;1920;0;1;"Intel";"Core i5";1.6;4;"SSD";256;0;"AMD";" Radeon 530";"windows";"1.4";43602;166
1094;"HP";"Netbook";12.5;"small";768;1366;0;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";"2.4";85195;125
1095;"Acer";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"Hybrid";256;1024;"Nvidia";" GeForce GTX 950M";"windows";"2.4";42571;141
1096;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";" Radeon R7 M445";"windows";"2.36";34035;141
1097;"MSI";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Nvidia";" GeForce GTX 965M";"windows";"2.6";85195;127
1098;"HP";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Pentium Quad";1.6;4;"HDD";1024;0;"Intel";" HD Graphics 405";"windows";"1.96";26640;100
1099;"Asus";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 980M";"windows";"4.3";122491;127
1100;"Dell";"Ultrabook";12.5;"small";768;1366;0;0;"Intel";"Core i3";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";"1.5";60481;125
1101;"Dell";"Ultrabook";12.5;"small";768;1366;0;0;"Intel";"Core i3";2.3;4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";"1.5";62176;125
1102;"Acer";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Celeron Dual";1.5;4;"SSD";16;0;"Intel";" HD Graphics";"other";"2.20";11136;100
1103;"HP";"Workstation";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.6;8;"HDD";1024;0;"AMD";" FirePro W6150M";"windows";"3.0";154459;127
1104;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";" GeForce GTX 1050 Ti";"windows";"2.4";63883;141
1105;"Dell";"Ultrabook";12.5;"small";768;1366;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.5";75290;125
1106;"MSI";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 960M";"windows";"2.9";80516;127
1107;"Lenovo";"2 in 1 Convertible";15.6;"medium";1080;1920;1;1;"Intel";"Core i5";2.3;4;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"2.1";46194;141
1108;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"AMD";"A6-Series 9220";2.5;4;"HDD";1024;0;"AMD";" Radeon R4";"windows";"2.1";21205;141
1109;"Asus";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 960M";"windows";"2.59";71342;141
1110;"HP";"Notebook";13.3;"small";1800;3200;1;0;"Intel";"Core M";1.1;8;"SSD";256;0;"Intel";" HD Graphics 515";"windows";"1.16";90523;276
1111;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"AMD";" Radeon R5 M315";"windows";"2.24";40980;100
1112;"Lenovo";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";"2.1";22857;100
1113;"HP";"Ultrabook";13.3;"small";1080;1920;0;0;"Intel";"Core i7";2.5;8;"SSD";512;0;"Intel";" HD Graphics 520";"windows";"1.16";104908;166
1114;"Lenovo";"2 in 1 Convertible";10.1;"small";1200;1920;1;1;"Intel";"Atom x5-Z8550";1.4;4;"Flash Storage";64;0;"Intel";" HD Graphics 400";"other";"0.69";29251;224
1115;"Dell";"Ultrabook";13.3;"small";1080;1920;0;0;"Intel";"Core i7";2.4;8;"SSD";256;0;"Intel";" Iris Plus Graphics 640";"windows";"1.23";73473;166
1116;"Lenovo";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.7;16;"SSD";256;1024;"Nvidia";" GeForce GTX 980M";"windows";"4.6";146519;127
1117;"Razer";"Ultrabook";12.5;"small";2160;3840;1;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.25";54825;352
1118;"Toshiba";"Ultrabook";13.3;"small";1080;1920;0;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"1.05";118601;166
1119;"Asus";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 960M";"windows";"3.52";69929;127
1120;"Vero";"Notebook";13.3;"small";1080;1920;0;0;"Intel";"Atom X5-Z8350";1.4;4;"Flash Storage";32;0;"Intel";" HD Graphics 400";"windows";"1.35";10443;166
1121;"HP";"Notebook";13.3;"small";1080;1920;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.16";90043;166
1122;"HP";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.43";80613;157
1123;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"linux";"2.09";27899;100
1124;"Asus";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";"2";23177;100
1125;"Lenovo";"2 in 1 Convertible";14.0;"medium";1080;1920;1;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.8";88924;157
1126;"Lenovo";"2 in 1 Convertible";10.1;"small";1200;1920;1;1;"Intel";"Atom x5-Z8550";1.4;4;"Flash Storage";64;0;"Intel";" HD Graphics 400";"windows";"0.69";25521;224
1127;"HP";"Ultrabook";12.5;"small";768;1366;0;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.26";100966;125
1128;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"N/A";"2.4";52694;141
1129;"HP";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i5";2.3;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";"3.35";60153;127
1130;"HP";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i7";2.7;8;"HDD";2048;0;"Intel";" HD Graphics 620";"windows";"2.04";33513;100
1131;"Lenovo";"2 in 1 Convertible";14.0;"medium";1080;1920;1;1;"Intel";"Core i7";2.6;8;"SSD";512;0;"Nvidia";" Quadro M500M";"windows";"1.8";109244;157
1132;"Asus";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";"1.5";14812;112
1133;"HP";"Ultrabook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.84";40067;141
1134;"Acer";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";" GeForce 940MX";"windows";"2.23";32820;141
1135;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.5;16;"Hybrid";1024;0;"AMD";" Radeon R7 M360";"windows";"2.5";58555;141
1136;"HP";"Workstation";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.6;8;"SSD";256;0;"Nvidia";" Quadro M3000M";"windows";"3";210424;127
1137;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";" Radeon R7 M445";"windows";"2.5";41772;100
1138;"MSI";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.7;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 980M";"windows";"3.78";127819;127
1139;"HP";"Ultrabook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.88";115709;141
1140;"Lenovo";"2 in 1 Convertible";14.0;"medium";1440;2560;1;1;"Intel";"Core i7";2.6;16;"SSD";512;0;"Intel";" HD Graphics 520";"windows";"2.8";130003;210
